PropertyPath;ElementID;ElementName;ElementAdmin;AssociateElementID;CategoryID;Unit;LowerLimit;UpperLimit;ReadMaskingLevel;WriteMaskingLevel;Description;VID;
LowStandard.WA_LowMagParam_Standard.FocusParam.CheckFlatness;401;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.CheckPotential;402;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.CheckThresholdFocusValue;403;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.DepthOfField;404;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.FlatnessThreshold;405;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.FocusingAxis;406;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.FocusingCam;407;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.FocusingROI;408;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.FocusingType;409;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.FocusMaxStep;410;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.FocusRange;411;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.FocusThreshold;412;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.OutFocusLimit;413;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.PeakRangeThreshold;414;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.FocusParam.PotentialThreshold;415;;;;;;0;0;0;0;;;
LowStandard.WA_LowMagParam_Standard.Patterns;416;Pattern Count For Low;Leina;;10011001;;0;0;1;-1;Registered pattern count of wafer low mag;;
MapStandard.WA_MapParam_Standard.FocusParam.CheckDualPeak;417;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.CheckFlatness;418;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.CheckPotential;419;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.CheckThresholdFocusValue;420;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.DepthOfField;421;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.FlatnessThreshold;422;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.FocusingAxis;423;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.FocusingCam;424;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.FocusingROI;425;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.FocusingType;426;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.FocusMaxStep;427;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.FocusRange;428;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.FocusThreshold;429;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.OutFocusLimit;430;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.PeakRangeThreshold;431;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.FocusParam.PotentialThreshold;432;;;;;;0;0;0;0;;;
MapStandard.WA_MapParam_Standard.PMParam.MaskFilePath;433;MaskFilePath;Leina;;10011001;;0;0;-1;-1;Pattern masking File fullPath( Include extension);;
MapStandard.WA_MapParam_Standard.PMParam.ModelFilePath;434;ModelFilePath;Leina;;10011001;;0;0;-1;-1;Pattern file full path;;
MapStandard.WA_MapParam_Standard.PMParam.PatternFileExtension;435;PatternFileExtension;Leina;;10011001;;0;0;-1;-1;Pattern file extension (ex - .mmo );;
MapStandard.WA_MapParam_Standard.PMParam.PattHeight;436;PattHeight;Leina;;10011001;;0;0;-1;-1;Pattern Height ;;
MapStandard.WA_MapParam_Standard.PMParam.PattWidth;437;PattWidth;Leina;;10011001;;0;0;-1;-1;Pattern Width ;;
MapStandard.WA_MapParam_Standard.PMParam.PMAcceptance;438;Pattern Matching Acceptance For Map Draw;Leina;;10011001;%;40;100;1;1;Pattern Matching Acceptance for auto map drawing;;
MapStandard.WA_MapParam_Standard.PMParam.PMCertainty;439;Pattern Matching Certainty For Map Draw;Leina;;10011001;%;100;100;1;-1;Pattern Matching Certainty for auto map drawing;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].CleaningCount;440;Cleaning Count;Ralph;;10041001;;9999;0;1;1;Cleaning contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].CleaningDieInterval;441;Cleaning Die Interval;Ralph;;10041001;;0;1000000;1;1;Die interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].CleaningDirection;442;Cleaning Direction;Ralph;;10041001;;0;0;1;1;Direction of next contact position for each contact while cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].CleaningDistance;443;Cleaning Distance;Ralph;;10041001;;0;200000;1;1;Step distance between each contact while cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].CleaningType;444;Cleaning Type;Ralph;;10041001;;0;0;1;1;Cleaning sequence type (Standard / User defined);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].CleaningWaferInterval;445;Cleaning Wafer Interval;Ralph;;10041001;;0;1000000;1;1;Wafer interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].Clearance;446;Cleaning Clearance;Ralph;;10041001;;-10000;-50;1;1;Z clearance for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].ContactCount;447;Accumulated Cleaning Contact Count;Ralph;;10041001;;0;0;1;0;Current contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].ContactLimit;448;Max Cleaning Contact Limit;Ralph;;10041001;;0;10000000;1;1;Max contact limit count for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].ContactMethod;449;Contact Method;Ralph;;10041001;;0;0;1;1;Contact method (UpDown / Scrub Line / Scrub Octagonal);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].CycleCount;450;Accumulated Cleaning Cycle Count;Ralph;;10041001;;0;0;1;0;Current cycle count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].CycleLimit;451;Max Cleaning Cycle Limit;Ralph;;10041001;;0;10000000;1;1;Max cycle limit count for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].EnableAssistanceInterval;452;Enable Assistance Interval;Ralph;;10041001;;0;0;1;1;Enable assistance interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].EnableCleaningDieInterval;453;Enable Cleaning Die Interval;Ralph;;10041001;;0;0;1;1;Enable die interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].EnableCleaningLotInterval;454;Enable Cleaning Lot Interval;Ralph;;10041001;;0;0;1;1;Eanble lot interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].EnableCleaningWaferInterval;455;Enable Cleaning Wafer Interval;Ralph;;10041001;;0;0;1;1;Enable wafer interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].EnableContactCount;456;Enable Cleaning Contact Count Check;Ralph;;10041001;;0;0;1;1;Enable checking contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].EnableCycleCount;457;Enable Cleaning Cycle Count Check;Ralph;;10041001;;0;0;1;1;Enable checking cycle count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].Enabled;458;Enable Needle Cleaning;Ralph;;10041001;;0;0;1;1;Enable needle cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].EnableNcSoftTouch;459;Enable Soft Touch Cleaning;Ralph;;10041001;;0;0;1;1;Enable soft touch for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].FocusInterval;460;Height Measurement Interval;Ralph;;10041001;;0;0;1;1;Measurement interval of clean pad height;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].InclineAccel;461;Acceleration For Soft Cleaning;Ralph;;10041001;micron/sec^2;1;3000000;1;1;Soft touch acceleration for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].InclineOrigin;462;Origin Height For Soft Cleaning;Ralph;;10041001;;-1000;250;1;1;Origin height offset of soft touch cleaning from zero contact position;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].InclineSpeed;463;Speed For Soft Cleaning;Ralph;;10041001;micron/sec;1;300000;1;1;Soft touch speed for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].NCOverdrive;464;Cleaning Overdrive;Ralph;;10041001;;0;0;0;0;;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].Overdrive;465;Cleaning Overdrive;Ralph;;10041001;micron;-10000;300;1;1;Cleaning overdrive;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].OverdriveLimit;466;Cleaning Overdrive Limit;Ralph;;10041001;micron;-10000;500;1;1;Cleaning overdrive limit ;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].OverdriveType;467;Cleaning Overdrive Type;Ralph;;10041001;;0;0;1;1;Cleaning overdrive type (own overdrive / relative overdrive by probing overdrive);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].RelativeOdRatio;468;Cleaning Relative Overdrive Ratio;Ralph;;10041001;%;1;100;1;1;Relative ratio of cleaning overdrive by probing overdrive;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].ScrubDirection;469;Scrub Direction;Ralph;;10041001;;0;0;1;1;Scrubing direction for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[0].ScrubLength;470;Scrub Length;Ralph;;10041001;micron;1;1000;1;1;Scrubing length for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].CleaningCount;471;Cleaning Count;Ralph;;10041001;;9999;0;1;1;Cleaning contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].CleaningDieInterval;472;Cleaning Die Interval;Ralph;;10041001;;0;1000000;1;1;Die interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].CleaningDirection;473;Cleaning Direction;Ralph;;10041001;;0;0;1;1;Direction of next contact position for each contact while cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].CleaningDistance;474;Cleaning Distance;Ralph;;10041001;;0;200000;1;1;Step distance between each contact while cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].CleaningType;475;Cleaning Type;Ralph;;10041001;;0;0;1;1;Cleaning sequence type (Standard / User defined);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].CleaningWaferInterval;476;Cleaning Wafer Interval;Ralph;;10041001;;0;1000000;1;1;Wafer interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].Clearance;477;Cleaning Clearance;Ralph;;10041001;;-10000;-50;1;1;Z clearance for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].ContactCount;478;Accumulated Cleaning Contact Count;Ralph;;10041001;;0;0;1;0;Current contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].ContactLimit;479;Max Cleaning Contact Limit;Ralph;;10041001;;0;10000000;1;1;Max contact limit count for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].ContactMethod;480;Contact Method;Ralph;;10041001;;0;0;1;1;Contact method (UpDown / Scrub Line / Scrub Octagonal);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].CycleCount;481;Accumulated Cleaning Cycle Count;Ralph;;10041001;;0;0;1;0;Current cycle count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].CycleLimit;482;Max Cleaning Cycle Limit;Ralph;;10041001;;0;10000000;1;1;Max cycle limit count for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].EnableAssistanceInterval;483;Enable Assistance Interval;Ralph;;10041001;;0;0;1;1;Enable assistance interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].EnableCleaningDieInterval;484;Enable Cleaning Die Interval;Ralph;;10041001;;0;0;1;1;Enable die interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].EnableCleaningLotInterval;485;Enable Cleaning Lot Interval;Ralph;;10041001;;0;0;1;1;Eanble lot interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].EnableCleaningWaferInterval;486;Enable Cleaning Wafer Interval;Ralph;;10041001;;0;0;1;1;Enable wafer interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].EnableContactCount;487;Enable Cleaning Contact Count Check;Ralph;;10041001;;0;0;1;1;Enable checking contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].EnableCycleCount;488;Enable Cleaning Cycle Count Check;Ralph;;10041001;;0;0;1;1;Enable checking cycle count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].Enabled;489;Enable Needle Cleaning;Ralph;;10041001;;0;0;1;1;Enable needle cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].EnableNcSoftTouch;490;Enable Soft Touch Cleaning;Ralph;;10041001;;0;0;1;1;Enable soft touch for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].FocusInterval;491;Height Measurement Interval;Ralph;;10041001;;0;0;1;1;Measurement interval of clean pad height;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].InclineAccel;492;Acceleration For Soft Cleaning;Ralph;;10041001;micron/sec^2;1;3000000;1;1;Soft touch acceleration for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].InclineOrigin;493;Origin Height For Soft Cleaning;Ralph;;10041001;;-1000;250;1;1;Origin height offset of soft touch cleaning from zero contact position;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].InclineSpeed;494;Speed For Soft Cleaning;Ralph;;10041001;micron/sec;1;300000;1;1;Soft touch speed for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].NCOverdrive;495;Cleaning Overdrive;Ralph;;10041001;;0;0;0;0;;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].Overdrive;496;Cleaning Overdrive;Ralph;;10041001;micron;-10000;300;1;1;Cleaning overdrive;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].OverdriveLimit;497;Cleaning Overdrive Limit;Ralph;;10041001;micron;-10000;500;1;1;Cleaning overdrive limit ;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].OverdriveType;498;Cleaning Overdrive Type;Ralph;;10041001;;0;0;1;1;Cleaning overdrive type (own overdrive / relative overdrive by probing overdrive);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].RelativeOdRatio;499;Cleaning Relative Overdrive Ratio;Ralph;;10041001;%;1;100;1;1;Relative ratio of cleaning overdrive by probing overdrive;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].ScrubDirection;500;Scrub Direction;Ralph;;10041001;;0;0;1;1;Scrubing direction for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[1].ScrubLength;501;Scrub Length;Ralph;;10041001;micron;1;1000;1;1;Scrubing length for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].CleaningCount;502;Cleaning Count;Ralph;;10041001;;9999;0;1;1;Cleaning contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].CleaningDieInterval;503;Cleaning Die Interval;Ralph;;10041001;;0;1000000;1;1;Die interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].CleaningDirection;504;Cleaning Direction;Ralph;;10041001;;0;0;1;1;Direction of next contact position for each contact while cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].CleaningDistance;505;Cleaning Distance;Ralph;;10041001;;0;200000;1;1;Step distance between each contact while cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].CleaningType;506;Cleaning Type;Ralph;;10041001;;0;0;1;1;Cleaning sequence type (Standard / User defined);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].CleaningWaferInterval;507;Cleaning Wafer Interval;Ralph;;10041001;;0;1000000;1;1;Wafer interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].Clearance;508;Cleaning Clearance;Ralph;;10041001;;-10000;-50;1;1;Z clearance for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].ContactCount;509;Accumulated Cleaning Contact Count;Ralph;;10041001;;0;0;1;0;Current contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].ContactLimit;510;Max Cleaning Contact Limit;Ralph;;10041001;;0;10000000;1;1;Max contact limit count for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].ContactMethod;511;Contact Method;Ralph;;10041001;;0;0;1;1;Contact method (UpDown / Scrub Line / Scrub Octagonal);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].CycleCount;512;Accumulated Cleaning Cycle Count;Ralph;;10041001;;0;0;1;0;Current cycle count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].CycleLimit;513;Max Cleaning Cycle Limit;Ralph;;10041001;;0;10000000;1;1;Max cycle limit count for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].EnableAssistanceInterval;514;Enable Assistance Interval;Ralph;;10041001;;0;0;1;1;Enable assistance interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].EnableCleaningDieInterval;515;Enable Cleaning Die Interval;Ralph;;10041001;;0;0;1;1;Enable die interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].EnableCleaningLotInterval;516;Enable Cleaning Lot Interval;Ralph;;10041001;;0;0;1;1;Eanble lot interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].EnableCleaningWaferInterval;517;Enable Cleaning Wafer Interval;Ralph;;10041001;;0;0;1;1;Enable wafer interval for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].EnableContactCount;518;Enable Cleaning Contact Count Check;Ralph;;10041001;;0;0;1;1;Enable checking contact count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].EnableCycleCount;519;Enable Cleaning Cycle Count Check;Ralph;;10041001;;0;0;1;1;Enable checking cycle count;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].Enabled;520;Enable Needle Cleaning;Ralph;;10041001;;0;0;1;1;Enable needle cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].EnableNcSoftTouch;521;Enable Soft Touch Cleaning;Ralph;;10041001;;0;0;1;1;Enable soft touch for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].FocusInterval;522;Height Measurement Interval;Ralph;;10041001;;0;0;1;1;Measurement interval of clean pad height;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].InclineAccel;523;Acceleration For Soft Cleaning;Ralph;;10041001;micron/sec^2;1;3000000;1;1;Soft touch acceleration for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].InclineOrigin;524;Origin Height For Soft Cleaning;Ralph;;10041001;;-1000;250;1;1;Origin height offset of soft touch cleaning from zero contact position;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].InclineSpeed;525;Speed For Soft Cleaning;Ralph;;10041001;micron/sec;1;300000;1;1;Soft touch speed for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].NCOverdrive;526;Cleaning Overdrive;Ralph;;10041001;;0;0;0;0;;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].Overdrive;527;Cleaning Overdrive;Ralph;;10041001;micron;-10000;300;1;1;Cleaning overdrive;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].OverdriveLimit;528;Cleaning Overdrive Limit;Ralph;;10041001;micron;-10000;500;1;1;Cleaning overdrive limit ;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].OverdriveType;529;Cleaning Overdrive Type;Ralph;;10041001;;0;0;1;1;Cleaning overdrive type (own overdrive / relative overdrive by probing overdrive);;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].RelativeOdRatio;530;Cleaning Relative Overdrive Ratio;Ralph;;10041001;%;1;100;1;1;Relative ratio of cleaning overdrive by probing overdrive;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].ScrubDirection;531;Scrub Direction;Ralph;;10041001;;0;0;1;1;Scrubing direction for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.NCSheetDevParam[2].ScrubLength;532;Scrub Length;Ralph;;10041001;micron;1;1000;1;1;Scrubing length for cleaning;;
NeedleCleanModule.NeedleCleanDeviceParameter.PinAlignAfterCleaning;533;Pin Align After Cleaning;Ralph;;10041001;;0;0;1;1;Perform needle alignment after each cleaning process;;
NeedleCleanModule.NeedleCleanDeviceParameter.PinAlignBeforeCleaning;534;Pin Align Before Cleaning;Ralph;;10041001;;0;0;1;1;Perform needle alignment before each cleaning process;;
PadStandard.WA_PadParam_Standard.BlobParam.BlobMinRadius;535;BlobMinRadius;Leina;;10012001;;0;0;-1;-1;BlobMinRadius - Blob시 최소 반지름;;
PadStandard.WA_PadParam_Standard.BlobParam.BlobThreshHold;536;Blob Threshold For Pad;Leina;;10012001;;0;254;1;1;Binarize threshold for searching pad;;
PadStandard.WA_PadParam_Standard.BlobParam.MAX_FERET_X;537;Max Feret X For Pad;Leina;;10012001;pixel;0;0;1;1;Maximum width of blob object;;
PadStandard.WA_PadParam_Standard.BlobParam.MAX_FERET_Y;538;Max Feret Y For Pad;Leina;;10012001;pixel;0;0;1;1;Maximum height of blob object;;
PadStandard.WA_PadParam_Standard.BlobParam.MaxBlobArea;539;Max Blob Area For Pad;Leina;;10012001;pixel;0;0;1;1;The maximum area size of blob object (pixel count in the area);;
PadStandard.WA_PadParam_Standard.BlobParam.MIN_FERET_X;540;Min Feret X For Pad;Leina;;10012001;pixel;0;0;1;1;Minimum width of blob object;;
PadStandard.WA_PadParam_Standard.BlobParam.MIN_FERET_Y;541;Min Feret Y For Pad;Leina;;10012001;pixel;0;0;1;1;Minimum height of blob object;;
PadStandard.WA_PadParam_Standard.BlobParam.MinBlobArea;542;Min Blob Area For Pad;Leina;;10012001;pixel;0;0;1;1;The minimum area size of blob object (pixel count in the area);;
PadStandard.WA_PadParam_Standard.FocusParam.CheckDualPeak;543;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.CheckFlatness;544;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.CheckPotential;545;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.CheckThresholdFocusValue;546;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.DepthOfField;547;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.FlatnessThreshold;548;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.FocusingAxis;549;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.FocusingCam;550;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.FocusingROI;551;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.FocusingType;552;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.FocusMaxStep;553;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.FocusRange;554;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.FocusThreshold;555;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.OutFocusLimit;556;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.PeakRangeThreshold;557;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.FocusParam.PotentialThreshold;558;;;;;;0;0;0;0;;;
PadStandard.WA_PadParam_Standard.RefpadRecoveryLimit;559;Reference pad Recovery Limit;Leina;;10012001;micron;0;0;1;1;The range (um) that will allow the RefPad position to be changed during recovery.;;
PinAligner.PinAlignDevParameters.EnableAutoThreshold;817;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
PinAligner.PinAlignDevParameters.FocusParam.CheckDualPeak;560;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.CheckFlatness;561;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.CheckPotential;562;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.CheckThresholdFocusValue;563;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.DepthOfField;564;FocusingDepthOfField;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.FlatnessThreshold;565;PeakFlatnessThreshold;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.FocusingAxis;566;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.FocusingCam;567;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.FocusingROI;568;FocusingROI;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.FocusingType;569;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.FocusMaxStep;570;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.FocusRange;571;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.FocusThreshold;572;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.OutFocusLimit;573;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.PeakRangeThreshold;574;;Ralph;;10022001;;0;0;-1;-1;;;
PinAligner.PinAlignDevParameters.FocusParam.PotentialThreshold;575;;Ralph;;10022001;;0;0;-1;-1;;;
